"post_id","title","description"
"4012","NüVoices in Perugia: The rise and transformation of women's magazines and platforms","Young women's magazines have transformed from beauty bibles into powerful platforms for social change. Watch NüVoices, Teen Vogue, and gal-dem discuss how they're amplifying marginalized voices and building communities hungry for progress."
"4018","NüVoices Podcast #114: Indigenous culture, politics and activism in Taiwan, a Conversation with Tuhi Martukaw","Tuhi Martukaw opens up about reconnecting with her Indigenous roots in Taiwan, challenging misconceptions, and building a movement for recognition — a powerful conversation on identity, activism, and what reconciliation really means today."
"4020","NüVoices Podcast #115: UBC Students Podcast Special! Yi Chien Jade Ho on Anti-Gentrification Activism in Vancouver's Chinatown and Judith Shapiro on Environmentalism in China","In this special UBC collaboration, hear Yi Chien Jade Ho discuss anti-gentrification activism in Vancouver's Chinatown and Judith Shapiro explore China's environmental movement—two vital conversations at the intersection of rights, place, and power."
"4024","Book excerpt: Kate Whitehead's 'Pandemic Minds' explores mental health in Hong Kong","Behind Hong Kong's strict pandemic walls, 40 people share raw stories of anxiety, isolation, and resilience—reminding us that healing begins when we finally talk about it."
"4035","NüVoices 2024 Global Updates / Wrap","Catch up on everything NüVoices accomplished this year—from new podcast episodes and magazine pieces to global journalism conferences—and see exactly how your donations fuel this volunteer-driven community."
"4043","Past, present and poetry: Hong Kong filmmaker Ann Hui’s 'July Rhapsody'","What happens when the poetry you teach starts speaking your truth? Ann Hui's July Rhapsody is a luminous portrait of midlife longing, regret, and the quiet unraveling of a steady life."
"4052","Fiction: A Long Walk Through the Tall Dry Grass","In wartime Guangdong, a twelve-year-old girl tends her family's farm and dreams of city life—until two strangers arrive and her mother faces an unthinkable choice."
"4061","NüProfile: Jih-E Peng on cinematography and the creative process","What drives a cinematographer to put story above stunning visuals? Jih-E Peng opens up about creative collaboration, her roots in photography, and her latest feature, Girls Will Be Girls."
"4075","LONDON PANEL: Navigating Feminist Organising in ESEA communities","Explore the vital intersections of feminism, solidarity, and community building through the lens of East and Southeast Asian experiences at this dynamic London panel hosted by Moongate Productions."
"4090","NüVoices Podcast #116: Model Minority Gone Rogue, a Conversation with Qin Qin","Host Chenni Xu chats with Qin Qin about her memoir on ditching the ""model minority"" script—from overachieving ex-lawyer to living life on her own terms—plus book recs and self-care tips that might surprise you."
"4099","Memoir excerpt: Model Minority Gone Rogue by Qin Qin","The net kept getting higher, the expectations more impossible. In this sharp, revelatory memoir excerpt, Qin Qin traces what happens when a tiger mother's daughter finally stops playing by everyone else's rules."
"4101","Encore: Chinese Canadian Immigrant Histories with Arlene Chan and Melanie Ng","Historians Arlene Chan and Melanie Ng trace the arc of Chinese Canadian migration—from 19th-century pioneers to present-day challenges—alongside Sheila's powerful firsthand account of fleeing the Chinese Civil War."
"4103","EVENT: NüVoices Virtual Workshop Series |  Freelance Writing and Pitching with Suyin Haynes and Jessie Lau","Level up your freelance writing game in this 90-minute virtual workshop with journalists Suyin Haynes and Jessie Lau, covering everything from crafting standout pitches to catching editors' attention in today's competitive media landscape."
"4105","2025 NüStories Essay Contest","Discover the winning essays from NüStories' first annual personal essay contest exploring Chinese identity—featuring powerful creative nonfiction by underrepresented writers from around the world."
"4110","Reflections on a light show","Two writers, one photograph, one rule: never share a word until it's done. Their twinned reflections on a James Turrell light installation in wintry Beijing shimmer with memory, cold, and the golden haze of youth slipping away."
"4116","NüVoices Podcast #117: A Career in Foreign Correspondence and Podcasting, a Conversation with Jane Perlez","Pulitzer Prize-winning journalist Jane Perlez shares stories from decades of foreign correspondence across four continents and reveals why she's now all-in on podcasting with her US-China show."
"4127","NüVoices Podcast #118: Scam Inc. from The Economist, a Conversation with Sue-Lin Wong","Sue-Lin Wong reveals the staggering world behind *Scam Inc.*—from human trafficking to a global gig economy of fraud. A fascinating conversation on how online scams became a multi-billion dollar industry hiding in plain sight."
"4133","EVENT: NüVoices Virtual Workshop Series | Transforming Memory into Story with Karen Cheung","We all carry stories that resist being written. Join author Karen Cheung to unlock your personal archives—diaries, photos, old chats—and transform raw memory into powerful nonfiction."
"4136","NüVoices Podcast #119: Let Only Red Flowers Bloom, a Conversation with Emily Feng","Emily Feng joins NüVoices to discuss her powerful new book exploring identity and belonging in Xi Jinping's China—from Xinjiang to Inner Mongolia—and why revealing the human side of these stories matters most."
"4144","Meet Our New Podcast Production Team ","Get to know Rebecca Liu and Wing Kuang, the newest members of the NüVoices podcast team — and discover how our podcast continues to launch careers in journalism."
"4147","Podcast Crossover: Feminist Rebels from Face-Off: the U.S. vs China with Jane Perlez","Dive into this special crossover episode exploring China's feminist rebels—from ""leftover women"" defying tradition to activists challenging inequality—featuring Leta Hong Fincher and hosts Jane Perlez and Rana Mitter."
"4149","Chinese women use hashtags like ""baby food"" to shield from sexist men, but remain vulnerable to abuse","Chinese women invented clever code words to create safe online spaces away from sexist trolls. But as platforms like Xiaohongshu court male users, even coded language can't keep them safe."
"4155","NüVoices Podcast #120: How I Stopped Being a Model Minority with Anne Anlin Cheng","Explore how Anne Anlin Cheng moved from academic scholarship to deeply personal writing, unpacking the model minority myth, interracial intimacy, and finding ""ordinary faith"" amid life's crises."
"4158","Memoir excerpt: Chinese Parents Don't Say I Love You","Two young sisters become luncheon meat experts in 1990s Sydney, filling their own stomachs while their mother can't leave bed. Candice Chung's memoir is tender, funny, and achingly real."
"4162","""You need glasses for Asian faces.""","A casual remark at the optician's sparks a wry, prize-winning meditation on nose bridges, Blu Tack hacks, and what it really means to have ""an Asian face."""
"4165","What You Know (And Didn't Know)","At seven, he knew what death was but couldn't cry at his grandmother's funeral. A prize-winning essay on the grief we carry before we have words for it."
"4168","Chinese Female Stand-Up Comedians and their Prisoner's Dilemma","When a Chengdu comedian joked about menstruation on stage, the audience went silent. For China's female stand-up comics, every punchline is a defiant act—and a calculated risk."
"4172","In queer diaspora, my fear leaks through","A dreamlike personal essay where birthday celebrations blur with snowfall in the wrong season, childhood friends appear out of place, and the simple act of walking home becomes an aching metaphor for the distances diaspora creates between who we are and where we belong."
"4174","Mother Tongue","What does it mean to be Chinese when you're born between East and West? Kim Gordon untangles identity, diaspora, and belonging across continents and generations."
"4177","A trip to the supermarket","What happens when you can no longer write your own Chinese name? In this award-winning personal essay, N.J. Chan navigates identity, belonging, and the bittersweet complexity of life between cultures."
"4180","I am a Midwestern Chinese Girl","Growing up Chinese in Iowa meant Saturday Chinese school, mom's home cooking, and endless farmland that echoed her ancestors' roots half a world away. Jenna Wang's prize-winning essay explores identity, belonging, and the beautiful contradictions of a Midwestern Chinese girlhood."
"4188","I work in US policy – being Chinese is now an occupational hazard","What happens when your colleague labels Chinese researchers as ""spies""—and you're half-Chinese yourself? A policy analyst's powerful reckoning with identity in the crosshairs of US-China tensions."
"4195","'Beauty Queen': Excerpt from Anne Anlin Cheng's Memoir 'Ordinary Disasters'","What happens when beauty is your family's currency—but you feel like the one left out? Anne Anlin Cheng traces its weight across generations in this luminous memoir excerpt."
"4198","NüProfile: Amy Ng on playwriting and her show 'Shanghai Dolls' - a feminist retelling of famous female figures in the Cultural Revolution","Two penniless actresses meet at a Shanghai audition—one becomes China's first female director, the other Madame Mao. Amy Ng reveals the untold story behind their extraordinary bond."
"4205","NüVoices Podcast #121: Wenchi Yu, a Career in Diplomacy, Influence and Impact","From the US Congress to the State Department to Goldman Sachs, Wenchi Yu has built bridges across cultures and sectors. She joins us to explore identity, diplomacy, and the evolving US-China-Taiwan landscape through her remarkable career."
"4208","Book Excerpt: 'Chinese And Any Other Asian' by Anna Sulan Masing","What happens when your body becomes public property? In this powerful excerpt from *Chinese And Any Other Asian*, Anna Sulan Masing explores the brutal intersection of race, gender, and desire—and what it means to be deemed the ""right type of exotic."""
"4213","Beijing International Film Festival brings Chinese films to a UK audience","The Beijing International Film Festival brought award-winning Chinese cinema to London—and we got a front-row seat. Here's your guide to the standout films."
"4229","Exhibition: Ways of Remembering Hong Kong","Through artifacts, oral histories, and an interactive memory map, ""Ways of Remembering"" transforms a London gallery into a powerful act of collective resistance—inviting Hongkongers and allies to preserve the stories that authorities want erased."
"4256","Essay by a Manchu girl in Tibet: Finding My Chinese Identity","A Manchu student's journey from a childhood slur in Yangzhou to house arrest at university becomes a bold, deeply personal reckoning with what it truly means to belong in China."
"4259","Book Excerpt: 'I Am Not a Tourist' by Daisy J. Hung","She walked 6,000 miles from China to Britain on bound feet. Discover the extraordinary, untold stories of Chinese women in Britain in this exclusive excerpt from Daisy J. Hung's 'I Am Not a Tourist.'"
"4262","NüVoices Podcast #122: Sonalie Figueiras, Demystifying Eco-Living and Sustainability Myths","Tiffany Ap sits down with Sonalie Figueiras, founder of Green Queen and Asia's leading sustainability voice, to bust eco-living myths, explore the region's climate and food tech boom, and ask: are we finally turning the tide on overconsumption?"
"4268","NüVoices Podcast #Special: Amanda Hsiao, on Trump 2.0 and Beijing’s new tactics","Dive into this special episode where Sophia Yan and Eurasia Group's Amanda Hsiao unpack Trump 2.0's China strategy, Beijing's evolving responses, and what escalating trade wars mean for the world's most consequential relationship."
"4182","Homecoming at the Cemetery","A writer carries a heart-shaped stone across the Pacific to honor her mother at a misty Taiwanese cemetery, tracing three generations of family roots through grief, memory, and homecoming."
"4186","Living in London, Belonging Nowhere","On a rainy London bus, listening to a podcast about Xi Jinping, one writer confronts the strange ache of building a life in a city that will never quite feel like home."
