"post_id","title","description"
"4024","Book excerpt: Kate Whitehead's 'Pandemic Minds' explores mental health in Hong Kong","Kate Whitehead's 'Pandemic Minds' draws on 40 interviews to examine the mental health impact of Hong Kong's strict COVID-19 measures, offering stories of resilience and strategies for recovery."
"4035","NüVoices 2024 Global Updates / Wrap","A roundup of NüVoices' 2024 activities, covering podcast production, magazine publications, a journalism conference appearance, donation allocation transparency, and board elections."
"4043","Past, present and poetry: Hong Kong filmmaker Ann Hui’s 'July Rhapsody'","A look at Ann Hui's contemplative Hong Kong drama July Rhapsody, in which a middle-aged Chinese literature teacher grapples with past regrets, present desires, and a midlife crossroads."
"4052","Fiction: A Long Walk Through the Tall Dry Grass","A twelve-year-old girl in rural Guangdong tends her family's farm as the Japanese army advances during the Second Sino-Japanese War, her life changed by her mother's heartbreaking decision. Inspired by the author's grandmother's early life."
"4061","NüProfile: Jih-E Peng on cinematography and the creative process","Taiwanese cinematographer Jih-E Peng, based in New York, discusses her creative process, career spanning documentaries to narrative films, and her latest project Girls Will Be Girls."
"4075","LONDON PANEL: Navigating Feminist Organising in ESEA communities","A London panel event exploring feminist organising, racism, and solidarity-building within East and Southeast Asian communities, hosted by Moongate Productions and moderated by NüVoices editor Jessie Lau."
"4090","NüVoices Podcast #116: Model Minority Gone Rogue, a Conversation with Qin Qin","Host Chenni Xu speaks with author Qin Qin about her memoir ""Model Minority Gone Rogue,"" exploring her journey from overachieving ex-lawyer to living on her own terms, plus book recommendations and self-care tips."
"4099","Memoir excerpt: Model Minority Gone Rogue by Qin Qin","An excerpt from Qin Qin's memoir Model Minority Gone Rogue, exploring the ever-rising expectations she faced as the daughter of a tiger mother and her journey to break free from them."
"4101","Encore: Chinese Canadian Immigrant Histories with Arlene Chan and Melanie Ng","Historians Arlene Chan and Melanie Ng discuss Chinese Canadian migration from 19th-century arrivals through anti-Chinese immigration laws, with firsthand accounts from immigrant Sheila Wiecke."
"4103","EVENT: NüVoices Virtual Workshop Series |  Freelance Writing and Pitching with Suyin Haynes and Jessie Lau","A NüVoices virtual workshop on freelance writing and pitching led by journalists Suyin Haynes and Jessie Lau, covering how to craft standout pitches for print and digital outlets."
"4105","2025 NüStories Essay Contest","NüStories held its first annual personal essay contest on the theme of Chinese identity, inviting creative nonfiction by underrepresented writers, and awarded cash prizes to top entries exploring diverse experiences of Chinese-ness."
"4110","Reflections on a light show","Two writers compose independent reflections on their shared experience of James Turrell's Gathered Sky light installation in 2017 Beijing, inspired by Annie Ernaux's The Use of Photography."
"4116","NüVoices Podcast #117: A Career in Foreign Correspondence and Podcasting, a Conversation with Jane Perlez","Hosts Chenni Xu and Megan Cattel speak with Pulitzer Prize-winning journalist Jane Perlez about her decades-long foreign correspondence career, her time as NYT Beijing bureau chief, and her pivot to podcasting with ""Face-Off: the US versus China."""
"4127","NüVoices Podcast #118: Scam Inc. from The Economist, a Conversation with Sue-Lin Wong","NüVoices co-hosts Chenni Xu and Megan Cattel talk with The Economist's Sue-Lin Wong about her investigative podcast series Scam Inc., exploring the global scam industry, its links to human trafficking and corruption, and how scamming has evolved into a gig-economy model."
"4133","EVENT: NüVoices Virtual Workshop Series | Transforming Memory into Story with Karen Cheung","A virtual workshop led by Hong Kong writer Karen Cheung on transforming personal archives—diaries, photos, and chat logs—into nonfiction writing, exploring forms like the fragmented essay and prose poem. Held via Zoom with interactive exercises and Q&A."
"4136","NüVoices Podcast #119: Let Only Red Flowers Bloom, a Conversation with Emily Feng","NüVoices co-founder Joanna Chiu speaks with NPR correspondent Emily Feng about her book ""Let Only Red Flowers Bloom,"" exploring identity, state oppression, and belonging in Xi Jinping's China."
"4144","Meet Our New Podcast Production Team ","NüVoices introduces new podcast team members Rebecca Liu and Wing Kuang, who joined as editor/sound designer and producer respectively, stepping in as the organization continues to develop emerging journalism talent."
"4147","Podcast Crossover: Feminist Rebels from Face-Off: the U.S. vs China with Jane Perlez","A crossover episode from Jane Perlez's Face-Off: The U.S. vs China podcast explores the feminist movement in Greater China, featuring Leta Hong Fincher on gender inequality and women pushing back against restrictive social norms."
"4149","Chinese women use hashtags like ""baby food"" to shield from sexist men, but remain vulnerable to abuse","As Chinese social media platforms like Xiaohongshu attract more male users, women resort to coded hashtags to avoid harassment, highlighting persistent gaps in platform safety and privacy protections."
"4155","NüVoices Podcast #120: How I Stopped Being a Model Minority with Anne Anlin Cheng","Stephanie Tam speaks with Anne Anlin Cheng about her book ""Ordinary Disasters,"" exploring the model minority myth, finding a personal voice in writing, and navigating race, grief, and interracial intimacy as an Asian American woman."
"4158","Memoir excerpt: Chinese Parents Don't Say I Love You","An excerpt from Candice Chung's memoir explores how two young sisters in Sydney learned to fend for themselves with Spam recipes while their mother struggled with unspoken depression."
"4162","""You need glasses for Asian faces.""","Winner of the NüStories personal essay contest, this piece explores Chinese identity and self-perception through the author's search for glasses designed to fit Asian faces."
"4165","What You Know (And Didn't Know)","A personal essay exploring childhood memories of a grandmother's funeral, reflecting on grief, loss, and the limits of understanding death at age seven. Third-prize winner in the NüStories personal essay contest on Chinese identity."
"4168","Chinese Female Stand-Up Comedians and their Prisoner's Dilemma","Chinese female stand-up comedians navigate intense backlash and audience hostility as they push boundaries on gender and taboo topics in a comedy scene shaped by Yang Li's polarizing 2020 controversy."
"4172","In queer diaspora, my fear leaks through","Anran Zheng reflects on dreams of returning home and navigating queer identity in the Chinese diaspora in Canada. A runner-up in the NüStories personal essay contest on Chinese identity."
"4174","Mother Tongue","Kim Gordon reflects on mixed-race Chinese identity, tracing her family's Malaysian-Chinese diaspora history and the complexities of belonging as a child of both East and West."
"4177","A trip to the supermarket","A runner-up in NüStories' personal essay contest, this piece explores the author's experience navigating Chinese-Canadian identity, from forgetting how to write their Chinese name to reconciling cultural expectations."
"4180","I am a Midwestern Chinese Girl","Jenna Wang reflects on growing up Chinese in Iowa, tracing her family's journey from China to the American Midwest and navigating cultural identity in one of the least diverse U.S. states."
"4188","I work in US policy – being Chinese is now an occupational hazard","A half-Chinese US policy analyst reflects on how rising suspicion toward people of Chinese heritage in national security circles has turned her ethnic background into a professional liability."
"4195","'Beauty Queen': Excerpt from Anne Anlin Cheng's Memoir 'Ordinary Disasters'","An excerpt from Anne Anlin Cheng's memoir ""Ordinary Disasters: How I Stopped Being a Model Minority,"" exploring beauty standards, family legacy, and growing up among celebrated beauties in Tainan, Taiwan."
"4198","NüProfile: Amy Ng on playwriting and her show 'Shanghai Dolls' - a feminist retelling of famous female figures in the Cultural Revolution","Amy Ng discusses her play ""Shanghai Dolls,"" which dramatizes the probable friendship between Jiang Qing (Madame Mao) and Sun Weishi, two influential women whose lives intersected from 1930s Shanghai to the Cultural Revolution."
"4205","NüVoices Podcast #121: Wenchi Yu, a Career in Diplomacy, Influence and Impact","Wenchi Yu discusses her career spanning the US Congress, State Department, Goldman Sachs, and nonprofits, and shares her perspective on US-China-Taiwan relations and working as a bridge-builder across diplomacy and media."
"4208","Book Excerpt: 'Chinese And Any Other Asian' by Anna Sulan Masing","An excerpt from Anna Sulan Masing's ""Chinese And Any Other Asian"" exploring how race and gender intersected during her formative years, shaping her sense of identity and place in the world."
"4213","Beijing International Film Festival brings Chinese films to a UK audience","The 15th Beijing International Film Festival hosted a special London screening of Tiantian Award-winning Chinese films, aiming to bring Chinese cinema to global audiences. Here are reviews of the featured selections."
"4229","Exhibition: Ways of Remembering Hong Kong","The Hong Kong Action Archives presented ""Ways of Remembering"" at London's Hoxton Arches, featuring archival artifacts and oral histories documenting Hong Kong's social movements since 2019, alongside community workshops and performances."
"4256","Essay by a Manchu girl in Tibet: Finding My Chinese Identity","A Manchu university student from Heilongjiang reflects on growing up as an ethnic minority in China, recounting experiences of discrimination and questioning what it means to be Chinese beyond the official narrative of national unity."
"4259","Book Excerpt: 'I Am Not a Tourist' by Daisy J. Hung","An excerpt from Daisy J. Hung's ""I Am Not a Tourist"" explores the overlooked histories of Chinese women in Britain, from early migrants and performers to community figures like Emily Hoare."
"4262","NüVoices Podcast #122: Sonalie Figueiras, Demystifying Eco-Living and Sustainability Myths","NüVoices host Tiffany Ap talks with Green Queen founder Sonalie Figueiras about practical eco-living tips, Asia's role in climate and food tech innovation, and whether cultural attitudes toward overconsumption are shifting."
"4268","NüVoices Podcast #Special: Amanda Hsiao, on Trump 2.0 and Beijing’s new tactics","Amanda Hsiao of Eurasia Group discusses Trump 2.0's approach to China and Beijing's response, covering trade tariffs, new tactics from both sides, and the evolving US-China relationship with host Sophia Yan."
"4182","Homecoming at the Cemetery","Tara Sun Vanacore visits her great-grandparents' cemetery outside Taipei after her mother's death, retracing family origins and reflecting on grief and Chinese identity."
"4186","Living in London, Belonging Nowhere","A runner-up in NüStories' first personal essay contest on Chinese identity, this piece reflects on life in London while grappling with distance from China during the COVID-19 pandemic."
