"post_id","title","description"
"3995","NüVoices Podcast Episode #111: A Conversation with Fuchsia Dunlop about her book, ""Invitation to a Banquet""","Award-winning food writer Fuchsia Dunlop joins host Lijia Zhang to discuss her latest book, ""Invitation to a Banquet,"" a sweeping exploration of Chinese culinary culture spanning millennia of history, tradition, and everyday life."
"3999","NüVoices Podcast Episode #112: Leta Hong Fincher on the 10th Anniversary Edition of her book, Leftover Women","Leta Hong Fincher joins host Jessie Lau to discuss the 10th anniversary edition of her seminal work Leftover Women, exploring why China's patriarchal pressures on unmarried women are more urgent than ever."
"4005","NüVoices Podcast Episode #113: Illustrator Kaitlin Chan on her graphic novel, 'Eric's Sister'","Cartoonist Kaitlin Chan discusses her Hong Kong-set graphic novel ""Eric's Sister,"" exploring sibling dynamics, creative doubt, and the pressures first-generation college students face when pursuing careers in the arts."
"4012","NüVoices in Perugia: The rise and transformation of women's magazines and platforms","At the International Journalism Festival in Perugia, NüVoices Editor Jessie Lau joined leaders from Teen Vogue and gal-dem to explore how young women's media platforms have transformed into powerful vehicles for social activism and marginalized voices."
"4018","NüVoices Podcast #114: Indigenous culture, politics and activism in Taiwan, a Conversation with Tuhi Martukaw","Solarina Ho speaks with Indigenous policy advocate and journalist Tuhi Martukaw about what it means to be Indigenous in Taiwan, exploring reconciliation, activism, and the communities' complex relationship with settler politics."
"4020","NüVoices Podcast #115: UBC Students Podcast Special! Yi Chien Jade Ho on Anti-Gentrification Activism in Vancouver's Chinatown and Judith Shapiro on Environmentalism in China","UBC students explore anti-gentrification activism in Vancouver's Chinatown with postdoctoral fellow Yi Chien Jade Ho and discuss environmentalism in China with Judith Shapiro in this special collaborative podcast episode."
"4024","Book excerpt: Kate Whitehead's 'Pandemic Minds' explores mental health in Hong Kong","Journalist and psychotherapist Kate Whitehead draws on 40 in-depth interviews to reveal the hidden mental health toll of Hong Kong's strict pandemic measures, weaving personal testimony into a guide for collective recovery."
"4035","NüVoices 2024 Global Updates / Wrap","The NüVoices team recaps a productive 2024, highlighting new podcast episodes, magazine commissions, a journalism conference appearance in Perugia, and a transparent breakdown of how donor contributions fuel its all-volunteer mission."
"4043","Past, present and poetry: Hong Kong filmmaker Ann Hui’s 'July Rhapsody'","Daisy Singh Greaves examines how Ann Hui's tender midlife drama weaves Chinese classical poetry into one man's reckoning with regret, desire, and the weight of roads not taken."
"4052","Fiction: A Long Walk Through the Tall Dry Grass","Inspired by her grandmother's early life, N.J. Chan sets this wartime fiction in rural Guangdong, where a twelve-year-old girl's dreams collide with her mother's desperate choice as Japanese forces close in."
"4061","NüProfile: Jih-E Peng on cinematography and the creative process","Taiwanese cinematographer Jih-E Peng reflects on 15 years in American film and her story-first approach, from documentaries and music videos to the coming-of-age feature Girls Will Be Girls."
"4075","LONDON PANEL: Navigating Feminist Organising in ESEA communities","Activists and writers convene at a London panel to discuss feminist organizing, racism, and building solidarity across East and Southeast Asian diaspora communities, moderated by NüVoices editor Jessie Lau."
"4090","NüVoices Podcast #116: Model Minority Gone Rogue, a Conversation with Qin Qin","Host Chenni Xu speaks with author Qin Qin about her memoir Model Minority Gone Rogue, tracing her journey from overachieving ex-lawyer to shedding tiger mother expectations and forging an authentic life on her own terms."
"4099","Memoir excerpt: Model Minority Gone Rogue by Qin Qin","Qin Qin recounts how the relentless pressure to achieve followed her from childhood to Harvard and back to China in this exclusive excerpt from Model Minority Gone Rogue."
"4101","Encore: Chinese Canadian Immigrant Histories with Arlene Chan and Melanie Ng","Historians Arlene Chan and Melanie Ng trace the arc of Chinese Canadian migration, from 19th-century arrivals through exclusionary immigration laws to modern-day Sinophobia, alongside firsthand accounts from the late Sheila Wiecke."
"4103","EVENT: NüVoices Virtual Workshop Series |  Freelance Writing and Pitching with Suyin Haynes and Jessie Lau","Freelance journalists Suyin Haynes and Jessie Lau lead a hands-on virtual workshop on crafting standout pitches, offering insider tips on navigating today's competitive media landscape and storytelling on BIPOC, AAPI, and social justice topics."
"4105","2025 NüStories Essay Contest","NüStories' inaugural 2025 essay contest on ""Chinese identity"" drew global submissions, awarding cash prizes to personal essays exploring the diversity of Chinese-ness by underrepresented writers."
"4110","Reflections on a light show","Inspired by Annie Ernaux, two writers pen separate reflections on a shared viewing of James Turrell's light installation in Beijing—meditating on memory, departure, and the limits of sight."
"4116","NüVoices Podcast #117: A Career in Foreign Correspondence and Podcasting, a Conversation with Jane Perlez","Veteran New York Times journalist and Pulitzer Prize winner Jane Perlez discusses her globe-spanning foreign correspondence career, lessons from covering China, and her pivot to audio journalism with the podcast ""Face-Off."""
"4127","NüVoices Podcast #118: Scam Inc. from The Economist, a Conversation with Sue-Lin Wong","Economist correspondent Sue-Lin Wong unpacks her investigative series Scam Inc., exploring how online scamming has evolved into a multi-billion dollar gig economy entangled with human trafficking and global inequality."
"4133","EVENT: NüVoices Virtual Workshop Series | Transforming Memory into Story with Karen Cheung","Hong Kong writer Karen Cheung guides participants in transforming personal archives—diaries, photographs, chat logs—into nonfiction through forms like the fragmented essay, hermit crab essay, and prose poem."
"4136","NüVoices Podcast #119: Let Only Red Flowers Bloom, a Conversation with Emily Feng","NüVoices co-founder Joanna Chiu speaks with NPR correspondent Emily Feng about her new book exploring the battle over identity in Xi Jinping's China, the oppression of those who defy state definitions of ""Chinese,"" and her approach to revealing humanity amid censorship."
"4144","Meet Our New Podcast Production Team ","NüVoices welcomes podcast producer Wing Kuang and editor Rebecca Liu, as the volunteer-run platform continues to nurture emerging journalism talent in its coverage of gender and China."
"4147","Podcast Crossover: Feminist Rebels from Face-Off: the U.S. vs China with Jane Perlez","NüVoices shares a crossover episode from Jane Perlez's Face-Off: The U.S. vs China, exploring the feminist wave in Greater China with guest Leta Hong Fincher on ""leftover women"" and the fight against gender inequality."
"4149","Chinese women use hashtags like ""baby food"" to shield from sexist men, but remain vulnerable to abuse","Chinese women on Xiaohongshu deploy coded hashtags like ""baby food"" to evade male harassment, but as the platform aggressively courts male users, their improvised defenses cannot outpace the erosion of once-safe digital spaces."
"4155","NüVoices Podcast #120: How I Stopped Being a Model Minority with Anne Anlin Cheng","Anne Anlin Cheng joins host Stephanie Tam to discuss her book ""Ordinary Disasters,"" exploring her shift from academic scholarship to vulnerable personal writing on race, the model minority myth, and finding faith amid life's crises."
"4158","Memoir excerpt: Chinese Parents Don't Say I Love You","Candice Chung's memoir traces how two immigrant sisters in Sydney became self-taught Spam connoisseurs, masking a deeper story of their mother's unspoken depression and the silence that shaped their family."
"4162","""You need glasses for Asian faces.""","Juliette Yu-Ming Lizeray turns a shopkeeper's offhand remark about needing ""glasses for Asian faces"" into a wry, prize-winning meditation on identity, visibility, and belonging."
"4165","What You Know (And Didn't Know)","In this prize-winning essay, Chris Yitao Shen revisits his grandmother's funeral through a seven-year-old's eyes, navigating grief he could recognize but not yet express."
"4168","Chinese Female Stand-Up Comedians and their Prisoner's Dilemma","In China's fledgling stand-up scene, female comedians who joke about gender and bodily autonomy face cancel culture, audience hostility, and a prisoner's dilemma between self-expression and survival."
"4172","In queer diaspora, my fear leaks through","Through surreal dreamscapes blending hometown and diaspora, Anran Zheng explores the disorientation of queer Chinese identity and the ache of never fully arriving."
"4174","Mother Tongue","Kim Gordon explores the elusive nature of Chinese identity through her mixed-race heritage, tracing generations of diaspora, lost histories, and a fierce longing for an ancestral homeland none of her family had ever known."
"4177","A trip to the supermarket","N. J. Chan reckons with the shame of forgetting how to write her own Chinese name and the quiet complexities of belonging between cultures in this NüStories essay contest runner-up."
"4180","I am a Midwestern Chinese Girl","Jenna Wang explores Chinese identity from Iowa's endless farmland, tracing ancestral echoes and Saturday Chinese School memories in one of America's least diverse states in this prize-winning personal essay."
"4188","I work in US policy – being Chinese is now an occupational hazard","A half-Chinese policy analyst reckons with how rising US-China tensions have turned her heritage into a source of suspicion in Washington's national security circles."
"4195","'Beauty Queen': Excerpt from Anne Anlin Cheng's Memoir 'Ordinary Disasters'","Anne Anlin Cheng excavates a childhood shaped by beauty's judgments and inheritances in this excerpt from her memoir ""Ordinary Disasters,"" tracing generations of celebrated women in her Tainan family."
"4198","NüProfile: Amy Ng on playwriting and her show 'Shanghai Dolls' - a feminist retelling of famous female figures in the Cultural Revolution","British-Hong Kong playwright Amy Ng discusses her new play 'Shanghai Dolls,' which dramatizes the untold story of two Shanghai actresses whose paths diverged to become Madame Mao and China's first female director."
"4205","NüVoices Podcast #121: Wenchi Yu, a Career in Diplomacy, Influence and Impact","Wenchi Yu traces how her Hakka identity shaped a career spanning the US Congress, the State Department, Goldman Sachs, and media, offering sharp insights on the US-China-Taiwan relationship and cross-cultural bridge-building."
"4208","Book Excerpt: 'Chinese And Any Other Asian' by Anna Sulan Masing","Anna Sulan Masing recalls how race and gender collided in her youth, as strangers and mentors alike claimed ownership of her body and identity, in this unflinching excerpt from *Chinese And Any Other Asian*."
"4213","Beijing International Film Festival brings Chinese films to a UK audience","The 15th Beijing International Film Festival brought its prestigious Tiantian Award retrospective to London, offering UK audiences a curated look at contemporary Chinese cinema."
"4229","Exhibition: Ways of Remembering Hong Kong","A London exhibition by the Hong Kong Action Archives explores remembering as resistance, pairing artefacts and activist testimonies to preserve the city's social movement history since 2019."
"4256","Essay by a Manchu girl in Tibet: Finding My Chinese Identity","A Manchu woman from Heilongjiang, now studying in Tibet, confronts ethnic discrimination and state-imposed conformity in her search for what it truly means to be Chinese."
"4259","Book Excerpt: 'I Am Not a Tourist' by Daisy J. Hung","In an exclusive excerpt from her book, Daisy J. Hung unearths the forgotten histories of Chinese women in Britain, from a traveller who walked 6,000 miles on bound feet to Chinatown's pioneering matriarch."
"4262","NüVoices Podcast #122: Sonalie Figueiras, Demystifying Eco-Living and Sustainability Myths","Green Queen founder Sonalie Figueiras joins host Tiffany Ap to unpack Asia's rising influence in climate and food tech, debunk sustainability myths, and offer practical steps toward eco-conscious living in an age of overconsumption."
"4268","NüVoices Podcast #Special: Amanda Hsiao, on Trump 2.0 and Beijing’s new tactics","Amanda Hsiao of Eurasia Group joins host Sophia Yan to unpack Trump 2.0's China strategy and Beijing's evolving response, examining the new and old tactics shaping the latest rounds of US-China trade disputes."
"4182","Homecoming at the Cemetery","Tara Sun Vanacore retraces her mother's origins in Taiwan, visiting the hillside cemetery where her great-grandparents rest and carrying a heart-shaped stone as a talisman of grief, memory, and belonging."
"4186","Living in London, Belonging Nowhere","A runner-up in NüStories' inaugural personal essay contest on Chinese identity, this reflection follows a young expatriate on a London bus, reckoning with Xi Jinping's rise, COVID-19's human toll, and the ache of belonging nowhere."
